director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title
Jeff Tremaine,Douglas Booth,Iwan Rheon,Machine Gun Kelly,Drama Music History Comedy,the dirt
S. Craig Zahler,Mel Gibson,Vince Vaughn,Michael Jai White,Crime Action Thriller,dragged across concrete
Tim Burton,Colin Farrell,Michael Keaton,Danny DeVito,Animation Family,dumbo
Harmony Korine,Matthew McConaughey,Zac Efron,Jonah Hill,Comedy,the beach bum
Cary Soloman,Ashley Bratcher,Brooks Ryan,Robia Scott,Drama,unplanned
David F. Sandberg,Zachary Levi,Asher Angel,Mark Strong,Action Comedy Fantasy,shazam!
Dennis Widmyer,Jason Clarke,Amy Seimetz,John Lithgow,Horror Drama Fantasy Thriller,pet sematary
Robin Bissell,Taraji P. Henson,Sam Rockwell,,Comedy War,the best of enemies
Claire Denis,Robert Pattinson,Juliette Binoche,André Benjamin,Comedy Crime,high life
Brie Larson,Brie Larson,Samuel L. Jackson,Joan Cusack,Fantasy Drama Comedy,unicorn store
Daniel Farrands,Hilary Duff,Jonathan Bennett,Lydia Hearst,Horror Thriller,the haunting of sharon tate
Emma Tammi,Caitlin Gerard,Ashley Zukerman,Julia Goldani Telles,Horror Mystery Western,the wind
Rashid Johnson,Ashton Sanders,Margaret Qualley,Nick Robinson,Drama,native son
John R. Leonetti,Kiernan Shipka,Stanley Tucci,Miranda Otto,Horror Drama Thriller Fantasy,the silence
Neil Marshall,David Harbour,Milla Jovovich,Ian McShane,Fantasy Action,hellboy
Tina Gordon,Issa Rae,Regina Hall,Marsai Martin,Comedy Fantasy Romance,little
Chris Butler,Hugh Jackman,Zach Galifianakis,Zoe Saldana,Adventure,missing link
Jenny Gage,Josephine Langford,Hero Fiennes Tiffin,Selma Blair,Romance Drama,after
Alex Ross Perry,Elisabeth Moss,Cara Delevingne,Dan Stevens,Drama Music,her smell
Roxann Dawson,Chrissy Metz,Josh Lucas,Topher Grace,Drama,breakthrough
Alastair Fothergill,Ed Helms,,,Documentary Family,penguins
Michael Chaves,Linda Cardellini,Raymond Cruz,Patricia Velasquez,Horror,the curse of la llorona
David Robert Mitchell,Andrew Garfield,Riley Keough,Topher Grace,Crime Drama Mystery,under the silver lake
Laura Steinel,Taylor Schilling,Brian Tyree Henry,Bryn Vale,Action Crime Drama Thriller,family
Julia Hart,Gugu Mbatha-Raw,Lorraine Toussaint,Saniyya Sidney,Thriller Science Fiction,fast color
Jennifer Kaytin Robinson,Gina Rodriguez,Brittany Snow,DeWanda Wise,Comedy Romance,someone great
Meir Zarchi,Camille Keaton,Maria Olsen,Meir Zarchi,Thriller Horror,i spit on your grave: deja vu
Anthony and Joe Russo,Robert Downey Jr.,Chris Evans,Mark Ruffalo,Adventure Science Fiction Action,avengers: endgame
Josh Lobo,A. J. Bowen,Scott Poythress,Susan Burke,Horror Mystery Drama,i trapped the devil
Roxanne Benjamin,Karina Fontes,Casey Adams,Emily Althaus,Horror Thriller,body at brighton rock
Tanya Wexler,Zoey Deutch,Jermaine Fowler,Judy Greer,Comedy Drama,buffaloed
Jonathan Levine,Seth Rogen,Charlize Theron,O'Shea Jackson Jr.,Documentary Crime,long shot
Deon Taylor,Dennis Quaid,Michael Ealy,Meagan Good,Thriller,the intruder
Kelly Asbury,Kelly Clarkson,Pitbull,Nick Jonas,Animation Music Family Comedy,uglydolls
Joe Berlinger,Zac Efron,Lily Collins,Kaya Scodelario,Drama Crime,"extremely wicked, shockingly evil and vile"
William Bindley,KJ Apa,Maia Mitchell,Jacob Latimore,Romance Comedy,the last summer
Rob Letterman,Ryan Reynolds,Justice Smith,Kathryn Newton,Action Adventure Fantasy,pokémon detective pikachu
Chris Addison,Anne Hathaway,Rebel Wilson,Alex Sharp,Comedy Crime,the hustle
Dome Karukoski,Nicholas Hoult,Lily Collins,Colm Meaney,War Drama Romance,tolkien
Zara Hayes,Diane Keaton,Jacki Weaver,Pam Grier,Comedy Drama,poms
P.B. Shemran,Mel Gibson,Sean Penn,Natalie Dormer,History Drama Mystery Thriller,the professor and the madman
Chad Stahelski,Keanu Reeves,Halle Berry,Laurence Fishburne,Action Thriller Crime,john wick: chapter 3 – parabellum
Gail Mancuso,Dennis Quaid,Josh Gad,Marg Helgenberger,Family Adventure Drama,a dog's journey
Young,Yara Shahidi,Charles Melton,John Leguizamo,Romance Drama,the sun is also a star
Wayne Roberts,Johnny Depp,Rosemarie DeWitt,Danny Huston,Comedy Drama,the professor
Joanna Hogg,Honor Swinton Byrne,Tom Burke,Tilda Swinton,Romance Drama,the souvenir
Noble Jones,John Lithgow,Blythe Danner,Derek Cecil,Drama Romance,the tomorrow man
Guy Ritchie,Mena Massoud,Will Smith,Naomi Scott,Animation Family Adventure Fantasy Romance,aladdin
David Yarovesky,Elizabeth Banks,David Denman,Jackson A. Dunn,Horror Science Fiction,brightburn
Olivia Wilde,Kaitlyn Dever,Beanie Feldstein,Jessica Williams,Comedy,booksmart
Richard Shepard,Allison Williams,Logan Browning,Steven Weber,Horror Thriller Drama,the perfection
Nahnatchka Khan,Ali Wong,Randall Park,Daniel Dae Kim,Comedy Romance,always be my maybe
Daniel Minahan,Timothy Olyphant,Ian McShane,Molly Parker,Western Drama,deadwood: the movie
Michael Dougherty,Kyle Chandler,Vera Farmiga,Millie Bobby Brown,Science Fiction Action,godzilla: king of the monsters
Dexter Fletcher,Taron Egerton,Jamie Bell,Richard Madden,Music Drama,rocketman
Tate Taylor,Octavia Spencer,Juliette Lewis,Diana Silvers,Drama,ma
Simon Kinberg,James McAvoy,Michael Fassbender,Jennifer Lawrence,Science Fiction Action Adventure,dark phoenix
Chris Renaud,Patton Oswalt,Eric Stonestreet,Kevin Hart,Adventure Animation Comedy Family,the secret life of pets 2
Nisha Ganatra,Emma Thompson,Mindy Kaling,Max Casella,Horror,late night
Joe Talbot,Jimmie Fails,Jonathan Majors,Danny Glover,Drama,the last black man in san francisco
Seth Green,Breckin Meyer,Macaulay Culkin,Brenda Song,Comedy Drama,changeland
F. Gary Gray,Chris Hemsworth,Tessa Thompson,Kumail Nanjiani,Comedy Science Fiction Action,men in black: international
Tim Story,Samuel L. Jackson,Jessie Usher,Richard Roundtree,Action Adventure Crime Thriller,shaft
Jim Jarmusch,Bill Murray,Adam Driver,Tilda Swinton,Horror Comedy Fantasy,the dead don't die
Kyle Newacheck,Adam Sandler,Jennifer Aniston,Luke Evans,Action Comedy Mystery,murder mystery
Andrew Rhymer,Maya Erskine,Jack Quaid,Beck Bennett,Comedy,plus one
Miranda Bailey,Jim Gaffigan,Logan Miller,Samantha Mathis,Comedy,being frank
Josh Cooley,Tom Hanks,Tim Allen,Annie Potts,Family Adventure Animation Comedy Fantasy,toy story 4
Luc Besson,Sasha Luss,Helen Mirren,Luke Evans,Action Adventure Thriller,anna
Lars Klevberg,Aubrey Plaza,Gabriel Bateman,Brian Tyree Henry,Drama Mystery Thriller,child's play
Gary Dauberman,Mckenna Grace,Madison Iseman,Katie Sarife,Horror,annabelle comes home
Danny Boyle,Himesh Patel,Lily James,Ed Sheeran,Comedy Drama Music,yesterday
Claire McCarthy,Daisy Ridley,Naomi Watts,Clive Owen,Drama Romance History,ophelia
Martin Owen,Tommy Flanagan,Rhyon Nicole Brown,Jessica Alba,Action Thriller Crime Mystery,killers anonymous
Jon Watts,Tom Holland,Samuel L. Jackson,Zendaya,Action Adventure Science Fiction,spider-man: far from home
John Herzfeld,Sylvester Stallone,Curtis Jackson,Dave Bautista,Action Thriller Crime,escape plan: the extractors
Ari Aster,Florence Pugh,Jack Reynor,William Jackson Harper,Horror Drama Mystery,midsommar
Michael Dowse,Kumail Nanjiani,Dave Bautista,Iko Uwais,Action Comedy,stuber
Alexandre Aja,Kaya Scodelario,Barry Pepper,,Horror Thriller,crawl
Joe Lynch,Frank Grillo,Anthony Mackie,Marcia Gay Harden,Crime Thriller Drama,point blank
Lulu Wang,Awkwafina,Tzi Ma,Diana Lin,Comedy Drama,the farewell
Pollyanna Mcintosh,Pollyanna McIntosh,Cooper Andrews,Nora-Jane Noone,Horror Thriller Mystery,darlin'
Jon Favreau,Donald Glover,Seth Rogen,Chiwetel Ejiofor,Adventure Family Animation,the lion king
Quentin Tarantino,Leonardo DiCaprio,Brad Pitt,Margot Robbie,Comedy Drama Thriller,once upon a time in hollywood
Guy Nattiv,Jamie Bell,Danielle Macdonald,Daniel Henshall,Drama Crime History Romance,skin
Tony Olmos,Brian Patrick Butler,George Jac,Jennifer Paredes,Action Crime Drama Science Fiction Thriller,south of 8
Gideon Raff,Chris Evans,Haley Bennett,Michael K. Williams,Drama Thriller History,the red sea diving resort
David Leitch,Dwayne Johnson,Jason Statham,Idris Elba,Action Adventure Comedy,hobbs & shaw
Shawn Ku,Nicolas Cage,Benjamin Bratt,,Action Crime Drama Thriller,a score to settle
Yuval Adler,Diane Kruger,Martin Freeman,Cas Anvar,Drama Thriller,the operative
James Bobin,Isabela Moner,Eugenio Derbez,Michael Peña,Family Comedy Adventure,dora and the lost city of gold
Andrea Berloff,Melissa McCarthy,Tiffany Haddish,Elisabeth Moss,Action Crime Drama,the kitchen
Simon Curtis,Milo Ventimiglia,Amanda Seyfried,Kathy Baker,Drama Romance,the art of racing in the rain
vredal,Zoe Colletti,Michael Garza,Gabriel Rush,Horror Adventure Mystery,scary stories to tell in the dark
Michael Schwartz,Shia LaBeouf,Dakota Johnson,John Hawkes,Adventure Comedy Drama,the peanut butter falcon
Bart Freundlich,Michelle Williams,Julianne Moore,Billy Crudup,Drama Comedy,after the wedding
Casey Affleck,Casey Affleck,Anna Pniowsky,Tom Bower,Science Fiction Drama,light of my life
Thurop Van Orman,Jason Sudeikis,Josh Gad,Leslie Jones,Family Comedy Adventure Animation,the angry birds movie 2
Gene Stupnitsky,Jacob Tremblay,Brady Noon,Keith L. Williams,Comedy,good boys
Gurinder Chadha,Viveik Kalra,Kulvinder Ghir,Meera Ganatra,Drama Comedy,blinded by the light
Richard Linklater,Cate Blanchett,Billy Crudup,Emma Nelson,Comedy Drama,"where'd you go, bernadette"
Johannes Roberts,John Corbett,Nia Long,Sophie Nelisse,Horror Adventure Thriller Drama,47 meters down: uncaged
William McGregor,Maxine Peake,Eleanor Worthington Cox,Richard Harrington,Drama Mystery Horror History,gwen
Tyler Gillett,Samara Weaving,Adam Brody,Mark O'Brien,Horror Comedy,ready or not
Ric Roman Waugh,Gerard Butler,Morgan Freeman,Jada Pinkett Smith,Action Thriller,angel has fallen
Paul Downs Colaizzo,Jillian Bell,Michaela Watkins,Utkarsh Ambudkar,Comedy Drama,brittany runs a marathon
Alex Kendrick,Alex Kendrick,Priscilla Shirer,Ben Davies,Drama,overcomer
David M. Rosenthal,Michael Ealy,Jesse Williams,Nicole Beharie,Horror Mystery Thriller,jacob's ladder
Mike Gan,Tilda Cobham-Hervey,Suki Waterhouse,Harry Shum Jr.,Thriller Crime Action,burn
Gavin Hood,Keira Knightley,Matt Smith,Matthew Goode,Thriller History Drama,official secrets
Jacob Aaron Estes,David Oyelowo,Storm Reid,Byron Mann,Science Fiction Thriller Mystery Horror,don't let go
Micah Gallo,Bruce Davison,Denise Crosby,Elizabeth Roberts,Horror Thriller,itsy bitsy
Fred Durst,John Travolta,Devon Sawa,Ana Golja,Crime Thriller,the fanatic
Matthew Thompson,Josh Pinkowski,Izzy Pollak,Blake Kevin Dwyer,Family,"debunkers, inc."
Andy Muschietti,James McAvoy,Jessica Chastain,Bill Hader,Horror Thriller,it chapter two
Chelsea Stardust,Hayley Griffith,Ruby Modine,Arden Myrin,Horror Comedy,satanic panic
Rowan Athale,Amy Ryan,Nick Robinson,Margaret Qualley,Thriller,strange but true
Ali LeRoi,Steven Silver,Nicola Peltz,,Drama Thriller,the obituary of tunde johnson
John Crowley,Ansel Elgort,Oakes Fegley,Aneurin Barnard,Drama,the goldfinch
Lorene Scafaria,Constance Wu,Jennifer Lopez,Julia Stiles,Drama Comedy Crime,hustlers
Michael Tyburski,Rashida Jones,Peter Sarsgaard,Tony Revolori,Drama,the sound of silence
Alejandro Landes,Julianne Nicholson,Moisés Arias,,Drama Adventure,monos
Nzingha Stewart,Ava Michelle,Griffin Gluck,Luke Eisner,Comedy Drama Romance,tall girl
James Gray,Brad Pitt,Tommy Lee Jones,Ruth Negga,Science Fiction Drama,ad astra
Michael Engler,Hugh Bonneville,Jim Carter,Michelle Dockery,Drama Romance History,downton abbey
Adrian Grunberg,Sylvester Stallone,Adriana Barraza,Paz Vega,Action Thriller Drama,rambo: last blood
Henry Jacobson,Seann William Scott,Mariela Garriga,Dale Dickey,Documentary,bloodline
Jason Cabell,Nicolas Cage,Laurence Fishburne,,Crime Drama Thriller,running with the devil
Brad Anderson,Sam Worthington,Lily Rabe,Stephen Tobolowsky,Thriller Drama,fractured
Jill Culton,Chloe Bennet,Albert Tsai,Tenzing Norgay Trainor,Family Animation Adventure Comedy,abominable
Steven Soderbergh,Meryl Streep,Gary Oldman,Antonio Banderas,Crime Drama Comedy,the laundromat
Rupert Goold,Renée Zellweger,Jessie Buckley,Finn Wittrock,Drama History Music,judy
Franck Khalfoun,Logan Miller,Kristine Froseth,,Thriller Action Science Fiction,prey
Brian A. Miller,Bruce Willis,Michael Chiklis,,Crime Action Thriller Mystery,10 minutes gone
Todd Phillips,Joaquin Phoenix,Robert De Niro,Zazie Beetz,Crime Thriller Drama,joker
Noah Hawley,Natalie Portman,Jon Hamm,Zazie Beetz,Drama Thriller Romance,lucy in the sky
Craig Brewer,Eddie Murphy,Keegan-Michael Key,Mike Epps,Drama Comedy History,dolemite is my name
Vincenzo Natali,Patrick Wilson,Harrison Gilbertson,Rachel Wilson,Horror Drama Thriller,in the tall grass
Kevin McMullin,Keean Johnson,Jaeden Martell,Alex Neustaedter,Thriller,low tide
Michael Beach Nichols,Michael Beach Nichols,Christopher K. Walker (screenplay),,Documentary Horror Comedy,wrinkles the clown
Abe Forsythe,Lupita Nyong'o,Alexander England,Josh Gad,Adventure Fantasy Comedy Family,little monsters
Ang Lee,Will Smith,Mary Elizabeth Winstead,Clive Owen,Science Fiction Action Adventure Thriller,gemini man
Greg Tiernan,Oscar Isaac,Charlize Theron,Chloë Grace Moretz,Comedy Fantasy,the addams family
d,Timothée Chalamet,Joel Edgerton,Sean Harris,Music,the king
Scott Moore,Adam Devine,Rose Byrne,Alexandra Shipp,Comedy,jexi
Lars Klevberg,Kathryn Prescott,Grace Zabriskie,Samantha Logan,Horror Mystery Thriller,polaroid
Vince Gilligan,Aaron Paul,Jesse Plemons,Scott MacArthur,Crime Drama Thriller,el camino: a breaking bad movie
nning,Angelina Jolie,Elle Fanning,Michelle Pfeiffer,Family Fantasy Adventure Action,maleficent: mistress of evil
Ruben Fleischer,Woody Harrelson,Jesse Eisenberg,Emma Stone,Comedy Horror Action,zombieland: double tap
Taika Waititi,Roman Griffin Davis,Thomasin McKenzie,Scarlett Johansson,Comedy War Drama,jojo rabbit
Robert Eggers,Willem Dafoe,Robert Pattinson,,Drama Fantasy Thriller,the lighthouse
Babak Anvari,Armie Hammer,Dakota Johnson,Zazie Beetz,Horror Mystery Thriller,wounds
Deon Taylor,Naomie Harris,Tyrese Gibson,Frank Grillo,Action Crime Drama Thriller,black and blue
Rejon,Benedict Cumberbatch,Michael Shannon,Katherine Waterston,Drama History,the current war
Justin Dec,Elizabeth Lail,Peter Facinelli,Anne Winters,Horror Thriller,countdown
Dan Krauss,Nat Wolff,Alexander Skarsgård,,War Action Drama,the kill team
Travis Cluff,Chris Milligan,Ema Horvath,Brittany Falardeau,Horror Thriller,the gallows act ii
Tim Miller,Linda Hamilton,Arnold Schwarzenegger,Mackenzie Davis,Science Fiction Action Adventure Thriller,terminator: dark fate
Edward Norton,Edward Norton,Bruce Willis,Gugu Mbatha-Raw,Drama Thriller,motherless brooklyn
Martin Scorsese,Robert De Niro,Al Pacino,Joe Pesci,Crime Drama History,the irishman
Kasi Lemmons,Cynthia Erivo,Leslie Odom Jr.,Joe Alwyn,Drama History,harriet
Aaron Woodley,Jeremy Renner,James Franco,Heidi Klum,Animation Adventure Comedy,arctic dogs
Noah Baumbach,Scarlett Johansson,Adam Driver,Laura Dern,Drama,marriage story
Mike Flanagan,Ewan McGregor,Rebecca Ferguson,Kyliegh Curran,Crime Horror Thriller Mystery,doctor sleep
Paul Feig,Emilia Clarke,Henry Golding,Michelle Yeoh,Comedy Romance,last christmas
Andy Fickman,John Cena,Keegan-Michael Key,John Leguizamo,Mystery Crime Drama,playing with fire
Luke Snellin,Isabela Merced,Shameik Moore,Kiernan Shipka,Romance Comedy,let it snow
Roland Emmerich,Ed Skrein,Patrick Wilson,Luke Evans,Action War History,midway
Sergio Pablos,J. K. Simmons,Jason Schwartzman,Rashida Jones,Animation Family Adventure Comedy Fantasy,klaus
el,Shia LaBeouf,Lucas Hedges,Noah Jupe,Drama,honey boy
Charlie Bean,Tessa Thompson,Justin Theroux,Kiersey Clemons,Family Animation Romance,lady and the tramp
Marc Lawrence,Anna Kendrick,Bill Hader,Kingsley Ben-Adir,Family Comedy Fantasy,noelle
James Mangold,Matt Damon,Christian Bale,Jon Bernthal,Drama Action History,ford v ferrari
Elizabeth Banks,Kristen Stewart,Naomi Scott,Ella Balinska,Action Adventure Comedy,charlie's angels
Bill Condon,Ian McKellen,Helen Mirren,Russell Tovey,Crime,the good liar
Scott Z. Burns,Adam Driver,Annette Bening,Ted Levine,Drama,the report
Trey Edward Shults,Kelvin Harrison Jr.,Lucas Hedges,Taylor Russell,Romance Drama,waves
Jennifer Lee,Idina Menzel,Kristen Bell,Jonathan Groff,Documentary,frozen 2
Marielle Heller,Tom Hanks,Matthew Rhys,Susan Kelechi Watson,Drama History Family,a beautiful day in the neighborhood
Brian Kirk,Chadwick Boseman,Sienna Miller,Stephan James,Crime Action Drama,21 bridges
Todd Haynes,Mark Ruffalo,Anne Hathaway,Tim Robbins,Drama Thriller,dark waters
Rian Johnson,Daniel Craig,Chris Evans,Ana de Armas,Comedy Crime Mystery,knives out
Melina Matsoukas,Daniel Kaluuya,Jodie Turner-Smith,Bokeem Woodbine,Crime Drama Romance,queen & slim
Fernando Meirelles,Anthony Hopkins,Jonathan Pryce,,Drama History,the two popes
Lino DiSalvo,Anya Taylor-Joy,Daniel Radcliffe,Gabriel Bateman,Family Animation Comedy Adventure,playmobil: the movie
Tom Harper,Felicity Jones,Eddie Redmayne,Himesh Patel,Adventure Drama Romance,the aeronauts
Johnson,Aaron Taylor-Johnson,Billy Bob Thornton,Odessa Young,Drama,a million little pieces
Adam Egypt Mortimer,Miles Robbins,Patrick Schwarzenegger,Sasha Lane,Horror Mystery,daniel isn't real
Matt Eskandari,Bruce Willis,Nicky Whelan,,Action Thriller,trauma center
Jake Kasdan,Dwayne Johnson,Jack Black,Kevin Hart,Adventure Comedy Fantasy,jumanji: the next level
Clint Eastwood,Paul Walter Hauser,Sam Rockwell,Kathy Bates,Drama,richard jewell
Sophia Takal,Imogen Poots,Lily Donoghue,Aleyse Shannon,Horror Mystery Thriller,black christmas
Michael Bay,Ryan Reynolds,Mélanie Laurent,Manuel Garcia-Rulfo,Action Comedy Thriller,6 underground
Jay Roach,Charlize Theron,Nicole Kidman,Margot Robbie,Comedy Romance,bombshell
Safdie brothers,Adam Sandler,Lakeith Stanfield,Julia Fox,Drama Thriller Crime,uncut gems
Benedict Andrews,Kristen Stewart,Jack O'Connell,Margaret Qualley,Thriller Drama,seberg
Terrence Malick,August Diehl,Valerie Pachner,Matthias Schoenaerts,History Drama War,a hidden life
J. J. Abrams,Carrie Fisher,Mark Hamill,Adam Driver,Adventure Action Science Fiction,star wars: the rise of skywalker
Tom Hooper,James Corden,Judi Dench,Jason Derulo,Fantasy Comedy Drama,cats
Ericson Core,Willem Dafoe,Julianne Nicholson,Christopher Heyerdahl,Crime Drama,togo
Troy Quane,Will Smith,Tom Holland,Rashida Jones,Animation Action Adventure Comedy Family,spies in disguise
Greta Gerwig,Saoirse Ronan,Emma Watson,Florence Pugh,Drama Romance History,little women
Sam Mendes,George MacKay,Dean-Charles Chapman,Mark Strong,War History Thriller Drama,1917
Destin Daniel Cretton,Michael B. Jordan,Jamie Foxx,Brie Larson,Drama Crime History,just mercy
Chinonye Chukwu,Alfre Woodard,Wendell Pierce,Aldis Hodge,Drama,clemency
