director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title
Chris Soriano,Chris Soriano,Christine S. Chang,Hillary Soriano,"Romance, Comedy",the wedding hustler
Steven Soderbergh,Channing Tatum,Salma Hayek Pinault,,"Comedy, Drama, Romance",magic mike's last dance
Benjamin Caron,Julianne Moore,Sebastian Stan,Justice Smith,"Thriller, Crime, Drama",sharper
Aline Brosh McKenna,Reese Witherspoon,Ashton Kutcher,Jesse Williams,"Romance, Comedy",your place or mine
Dave Franco,Alison Brie,Jay Ellis,Kiersey Clemons,"Romance, Comedy, Drama",somebody i used to know
Christopher Smith,Jena Malone,Danny Huston,Janet Suzman,"Horror, Thriller",consecration
Robbie Banfitch,Robbie Banfitch,Angela Basolis,Scott Schamell,"Horror, Science Fiction, Thriller",the outwaters
Peyton Reed,Paul Rudd,Evangeline Lilly,Jonathan Majors,"Action, Adventure, Science Fiction",ant-man and the wasp: quantumania
Elizabeth Banks,Keri Russell,O'Shea Jackson Jr.,Christian Convery,"Thriller, Comedy, Crime",cocaine bear
Brent McCorkle,Joel Courtney,Anna Grace Barlow,Jonathan Roumie,"Drama, History",jesus revolution
Jamie Payne,Idris Elba,Cynthia Erivo,Andy Serkis,"Crime, Mystery, Thriller",luther: the fallen sun
Christopher Landon,David Harbour,Anthony Mackie,Jahi Di'Allo Winston,"Comedy, Fantasy, Horror",we have a ghost
Miles Warren,Trevante Rhodes,Jalyn Hall,Shinelle Azoroh,Drama,bruiser
Colin West,Jim Gaffigan,Rhea Seehorn,Katelyn Nacon,"Science Fiction, Comedy, Drama",linoleum
Daniel Antebi,Ben Groh,Dion Costelloe,Liz Caribel Sierra,"Comedy, Drama",god's time
Michael B. Jordan,Michael B. Jordan,Tessa Thompson,Jonathan Majors,"Drama, Action",creed iii
Guy Ritchie,Jason Statham,Aubrey Plaza,Josh Hartnett,"Action, Comedy, Thriller",operation fortune: ruse de guerre
Michael Maren,Michael Shannon,Kate Hudson,Don Johnson,Comedy,a little white lie
Kurt Wimmer,Elena Kampouris,Kate Moyer,Callan Mulvey,"Horror, Thriller, TV Movie",children of the corn
Jamie Dack,Lily McInerny,Jonathan Tucker,Gretchen Mol,Drama,palm trees and power lines
Alex Heller,Alex Heller,J. Smith-Cameron,Steve Buscemi,"Comedy, Drama",the year between
Yoko Okumura,Midori Francis,Jolene Purdy,Missi Pyle,"Horror, Mystery",unseen
J. Horton,Rachel Amanda Bryant,Al Gomez,Gregory Blair,"Crime, Horror, Thriller",craving
Tyler Gillett,Melissa Barrera,Jasmin Savoy Brown,Jack Champion,"Horror, Crime, Thriller",scream vi
Bryan Woods,Adam Driver,Ariana Greenblatt,Chloe Coleman,"Action, Adventure, Science Fiction",65
Bobby Farrelly,Woody Harrelson,Kaitlin Olson,Ernie Hudson,"Comedy, Drama",champions
Jingyi Shao,Bloom Li,Ben Wang,Dexter Darden,"Family, Comedy, Drama",chang can dunk
Jeffrey A. Smith,Max Ehrich,Katelyn Nacon,J. Alphonse Nicholson,"History, Drama, Music",southern gospel
David F. Sandberg,Zachary Levi,Asher Angel,Jack Dylan Grazer,"Comedy, Action, Fantasy",shazam! fury of the gods
Matt Ruskin,Keira Knightley,Carrie Coon,Alessandro Nivola,"Crime, Mystery, Thriller",boston strangler
Wendy Rogers,Noah Jupe,Benedict Wong,Sian Clifford,"Animation, Adventure, Family, Fantasy, Comedy",the magician's elephant
Paul Weitz,Jane Fonda,Lily Tomlin,Malcolm McDowell,Drama,moving on
Matt Smukler,Kiernan Shipka,Dash Mihok,Charlie Plummer,"Thriller, Drama",wildflower
Herbert James Winterstern,Skeet Ulrich,Anne Heche,Daniel Diemer,"Action, Drama",supercell
The Bragg Brothers,Mike Faist,Crystal Reed,Dennis Boutsikaris,"Comedy, Drama, History, Romance",pinball: the man who saved the game
Chad Stahelski,Keanu Reeves,Donnie Yen,Bill Skarsgård,"Action, Thriller, Crime",john wick: chapter 4
Zach Braff,Florence Pugh,Molly Shannon,Chinaza Uche,"Drama, Comedy",a good person
Jordan Ross,Garrett Hedlund,Noah Schnapp,Victoria Justice,"Mystery, Thriller, Action",the tutor
Tanel Toom,Kate Bosworth,Thomas Kretschmann,Lucien Laviscount,"Science Fiction, Thriller",last sentinel
Jacob Byrd,Sydney Carvill,Wade Baker Janet Carter,Rob Shuster,"Horror, Mystery, Drama",adalynn
Jonathan Goldstein,Chris Pine,Michelle Rodriguez,Regé-Jean Page,"Adventure, Fantasy, Comedy",dungeons & dragons: honor among thieves
Jeremy Garelick,Adam Sandler,Jennifer Aniston,Mélanie Laurent,"Mystery, Comedy, Crime",murder mystery 2
Jon S. Baird,Taron Egerton,Nikita Efremov,Sofia Lebedeva,"Thriller, History, Drama",tetris
Timothy Scott Bogart,Jeremy Jordan,Wiz Khalifa,Jason Isaacs,"Music, Drama",spinning gold
Kyra Sedgwick,Kyle Allen,Alexandra Shipp,Madeline Brewer,,space oddity
A.V. Rockwell,Teyana Taylor,Will Catlett,Josiah Cross,"Drama, Crime",a thousand and one
Jesse Atlas,Nomzamo Mbatha,Dominic Purcell,Bruce Willis,"TV Movie, Science Fiction, Action, Thriller, Mystery",assassin
Alex Lehmann,Thomas Haden Church,Dianna Agron,,Drama,acidman
Anthony DiBlasi,Jessica Sula,Candice Coke,Chaney Morrow,Horror,malum
Eddie McClintock,Eddie McClintock,Dean Cain,Daniel Roebuck,Family,miracle at manchester
Michael Jelenic,Chris Pratt,Anya Taylor-Joy,Charlie Day,"Family, Comedy, Adventure, Animation",the super mario bros. movie
Ben Affleck,Matt Damon,Ben Affleck,Jason Bateman,"Science Fiction, Thriller",air
Tina Gordon Chism,Chloe Bailey,Anjelika Washington,Philip Fornah,"Music, Romance, Comedy",praise this
Kelly Reichardt,Michelle Williams,Hong Chau,Maryann Plunkett,Documentary,showing up
Brit McAdams,Owen Wilson,Michaela Watkins,Wendi McLendon-Covey,Comedy,paint
Sean McNamara,Dennis Quaid,Heather Graham,Jesse Metcalfe,Drama,on a wing and a prayer
n,Demián Bichir,Christian Slater,Evan Whitten,"Adventure, Fantasy, Family",chupa
Daniel Goldhaber,Ariela Barer,Kristine Froseth,Lukas Gage,"Crime, Drama, Thriller",how to blow up a pipeline
Andy Fickman,Phillipa Soo,Simu Liu,Luke Bracey,"Romance, Comedy, Drama",one true loves
Roger Kumble,Dylan Sprouse,Virginia Gardner,Austin North,"Romance, Drama, Comedy",beautiful disaster
Chris McKay,Nicholas Hoult,Nicolas Cage,Awkwafina,"Comedy, Fantasy, Horror",renfield
Ari Aster,Joaquin Phoenix,Patti LuPone,Nathan Lane,"Comedy, Adventure, Fantasy",beau is afraid
Julius Avery,Russell Crowe,Alex Essoe,Daniel Zovatto,"Horror, Thriller",the pope's exorcist
Catherine Hardwicke,Toni Collette,Monica Bellucci,Sophia Nomvete,"Comedy, Crime, Action",mafia mamma
Martin Guigui,Everett Osborne,Cary Elwes,Jeremy Piven,Drama,sweetwater
Chuck Konzelman and Cary Solomon,Sean Patrick Flanery,Jordan Belfi,,"Horror, Drama",nefarious
Katie Holmes,Julie Mayorga,Katie Holmes,Derek Luke,Drama,rare objects
Kevin Heffernan,Jay Chandrasekhar,Kevin Heffernan,Steve Lemme,"Comedy, Drama",quasi
Lee Cronin,Lily Sullivan,Alyssa Sutherland,Morgan Davies,"Horror, Thriller",evil dead rise
Guy Ritchie,Jake Gyllenhaal,Dar Salim,Antony Starr,"War, Action, Thriller",guy ritchie's the covenant
Dexter Fletcher,Chris Evans,Ana de Armas,Adrien Brody,"Action, Comedy, Romance",ghosted
Stephen Williams,Kelvin Harrison Jr.,Samara Weaving,Lucy Boynton,"Drama, Comedy",chevalier
Ray Romano,Ray Romano,Laurie Metcalf,Jacob Ward,"Comedy, Drama",somewhere in queens
Benjamin Millepied,Melissa Barrera,Paul Mescal,Rossy de Palma,"Music, Drama",carmen
Steven K. Tsuchida,Rachael Leigh Cook,Scott Ly,Missi Pyle,"Romance, Comedy",a tourist's guide to love
Franklin Ritch,Lance Henriksen,Sinda Nichols,David Girard,"Science Fiction, Thriller, Mystery",the artifice girl
David Lowery,Jude Law,Alexander Molony,Ever Anderson,"Family, Fantasy, Action, Adventure",peter pan & wendy
Kelly Fremon Craig,Rachel McAdams,Abby Ryder Fortson,Elle Graham,"Comedy, Drama","are you there god? it's me, margaret."
George Tillman Jr.,Khris Davis,Jasmine Mathews,John Magaro,"History, Drama",big george foreman
Jalmari Helander,Jorma Tommila,Aksel Hennie,Jack Doolan,"Action, War",sisu
Alexis Jacknow,Dianna Agron,Jay Ali,Melora Hardin,"Horror, Thriller",clock
James Gunn,Chris Pratt,Zoe Saldaña,Dave Bautista,"Science Fiction, Adventure, Action, Comedy",guardians of the galaxy vol. 3
James C. Strouse,Priyanka Chopra,Sam Heughan,Russell Tovey,"Drama, Romance, TV Movie",love again
Jesse V. Johnson,Thomas Jane,John Malkovich,Dominique Tipper,"Action, Thriller",one ranger
Bill Holderman,Diane Keaton,Jane Fonda,Candice Bergen,"Comedy, Romance",book club: the next chapter
ski,Mackenyu,Famke Janssen,Madison Iseman,"Fantasy, Action, Adventure",knights of the zodiac
Robert Rodriguez,Ben Affleck,Alice Braga,William Fichtner,"Thriller, Drama, Horror",hypnotic
Charlie Day,Charlie Day,Ken Jeong,Kate Beckinsale,Comedy,fool's paradise
Ross Venokur,Jimmy O. Yang,J. K. Simmons,Chloe Bennet,"Animation, Family, Comedy",rally road racers
Niki Caro,Jennifer Lopez,Joseph Fiennes,Lucy Paez,"Drama, Romance",the mother
Kyle Patrick Alvarez,Isaiah Russell-Bailey,Mckenna Grace,Billy Barratt,"Science Fiction, Action, Adventure, Family",crater
Tony Dean Smith,Jonathan Rhys Meyers,Jon Voight,Leah Gibson,"Action, Mystery, Thriller",mercy
Andrea Pallaoro,Trace Lysette,Patricia Clarkson,Emily Browning,Drama,monica
Laurel Parmet,Eliza Scanlen,Lewis Pullman,Wrenn Schmidt,Drama,the starling girl
Louis Leterrier,Vin Diesel,Michelle Rodriguez,Tyrese Gibson,"Action, Crime, Thriller, Adventure, Mystery",fast x
Calmatic,Sinqua Walls,Jack Harlow,Teyana Taylor,"Comedy, Drama",white men can't jump
Paul Schrader,Joel Edgerton,Sigourney Weaver,Quintessa Swindell,"Drama, Crime, Mystery, Thriller",master gardener
Zachary Wigon,Margaret Qualley,Christopher Abbott,,"Drama, Thriller",sanctuary
Casper Christensen,Shailene Woodley,Jack Whitehall,,"Comedy, Science Fiction, Romance, Fantasy",robots
Ryan Stevens Harris,Augie Duke,Haven Lee Harris,Morgana Ignis,"Fantasy, Horror, Drama",moon garden
Rob Marshall,Halle Bailey,Jonah Hauer-King,Daveed Diggs,"Family, Adventure, Fantasy, Romance, Drama",the little mermaid
Ric Roman Waugh,Gerard Butler,Navid Negahban,Ali Fazal,"Action, Thriller",kandahar
Peter Atencio,Bert Kreischer,Mark Hamill,Jimmy Tatro,"Comedy, Action, Crime",the machine
Laura Terruso,Sebastian Maniscalco,Robert De Niro,Leslie Bibb,Comedy,about my father
Nicole Holofcener,Julia Louis-Dreyfus,Tobias Menzies,Michaela Watkins,"Comedy, Drama, Romance",you hurt my feelings
Suzanne Coote,Lulu Wilson,Seann William Scott,,"Action, Horror, Thriller",the wrath of becky
Tina Satter,Sydney Sweeney,Marchánt Davis,Josh Hamilton,"Drama, Thriller",reality
Justin K. Thompson,Shameik Moore,Hailee Steinfeld,Brian Tyree Henry,"Animation, Action, Adventure, Science Fiction",spider-man: across the spider-verse
Rob Savage,Sophie Thatcher,Chris Messina,Vivien Lyra Blair,Horror,the boogeyman
Celine Song,Greta Lee,Teo Yoo,John Magaro,"Drama, Romance",past lives
Chris Robinson,Mookie Cook,Caleb McLaughlin,Algee Smith,Comedy,shooting stars
Steven Caple Jr.,Anthony Ramos,Dominique Fishback,Luna Lauren Vélez,"Science Fiction, Adventure, Action",transformers: rise of the beasts
Eva Longoria,Jesse Garcia,Annie Gonzalez,Dennis Haysbert,"Drama, History",flamin' hot
Mary Harron,Ben Kingsley,Barbara Sukowa,Christopher Briney,"History, Drama",dalíland
Kelley Kali,Maisie Richardson-Sellers,Shannon Woodward,,Horror,jagged mind
Andy Muschietti,Ezra Miller,Sasha Calle,Michael Shannon,"Adventure, Action, Science Fiction",the flash
Peter Sohn,Leah Lewis,Mamoudou Athie,Ronnie del Carmen,"Animation, Comedy, Family, Fantasy, Romance",elemental
Wes Anderson,Jason Schwartzman,Scarlett Johansson,Tom Hanks,"Comedy, Drama",asteroid city
Sam Hargrave,Chris Hemsworth,Golshifteh Farahani,Adam Bessa,"Action, Thriller, Crime",extraction 2
Tim Story,Grace Byers,Jermaine Fowler,Melvin Gregg,"Horror, Comedy",the blackening
Anthony Mandler,Letitia Wright,Jamie Bell,Michael K. Williams,"Western, Action, Drama",surrounded
Gene Stupnitsky,Jennifer Lawrence,Andrew Barth Feldman,Laura Benanti,"Comedy, Romance",no hard feelings
Numa Perrier,Gabrielle Union,Keith Powers,Aisha Hinds,"Romance, Comedy",the perfect find
Roshan Sethi,Utkarsh Ambudkar,Manny Magnus,Punam Patel,"Music, Family, Comedy",world's best
Nick Cassavetes,Nikolaj Coster-Waldau,Jamie Foxx,Maika Monroe,"Thriller, Action, Crime",god is a bullet
Vlad Marsavin,Carrie Fisher,Rita Ora,Kiera Milward,"Fantasy, Family, Drama",wonderwell
James Mangold,Harrison Ford,Phoebe Waller-Bridge,Antonio Banderas,"Adventure, Action",indiana jones and the dial of destiny
Faryn Pearl,Lana Condor,Toni Collette,Annie Murphy,"Animation, Family, Fantasy, Comedy","ruby gillman, teenage kraken"
Nick Bruno and Troy Quane,Chloë Grace Moretz,Riz Ahmed,Eugene Lee Yang,"Animation, Family, Action, Science Fiction, Adventure, Fantasy, Drama",nimona
Michael Oblowitz,Mel Gibson,Kate Bosworth,Dominic Purcell,"Thriller, Action, Mystery, Crime",confidential informant
Catherine Hardwicke,Kate Beckinsale,Brian Cox,Christopher Convery,"Drama, Mystery, Thriller",prisoner's daughter
Vincent Shade,R.J. Mitte,Christian Stolte,William Mark McCullough,Horror,the unseen
Alejandro Monteverde,Jim Caviezel,Mira Sorvino,Bill Camp,"Action, Drama",sound of freedom
Patrick Wilson,Ty Simpkins,Patrick Wilson,Sinclair Daniel,"Horror, Thriller",insidious: the red door
Adele Lim,Ashley Park,Sherry Cola,Stephanie Hsu,Comedy,joy ride
Tyler Spindel,Adam DeVine,Nina Dobrev,Ellen Barkin,"Romance, Action, Comedy",the out-laws
Savanna Leaf,Tia Nomore,Erika Alexander,Doechii,Drama,earth mama
Mel Eslyn,Sterling K. Brown,Mark Duplass,,"Comedy, Drama, Science Fiction, Fantasy",biosphere
Mark Polonia,Samantha Coolidge,Ryan Dalton,Natalie Himmelberger,"Horror, Science Fiction",cocaine shark
Christopher McQuarrie,Tom Cruise,Hayley Atwell,Ving Rhames,"Action, Adventure, Thriller",mission: impossible – dead reckoning part one
Juel Taylor,John Boyega,Teyonah Parris,Jamie Foxx,"Comedy, Science Fiction, Mystery",they cloned tyrone
Nick Lieberman,Noah Galvin,Molly Gordon,Ben Platt,Comedy,theater camp
Greta Gerwig,Margot Robbie,Ryan Gosling,America Ferrera,"Comedy, Adventure",barbie
Christopher Nolan,Cillian Murphy,Emily Blunt,Matt Damon,"Drama, History",oppenheimer
Samuel Bodin,Lizzy Caplan,Woody Norman,Cleopatra Coleman,Horror,cobweb
Damian Kulash,Zach Galifianakis,Elizabeth Banks,Sarah Snook,"Comedy, Drama",the beanie bubble
Jackson Publick,James Urbaniak,Patrick Warburton,Michael Sinterniklaas,"Animation, Action, Adventure, Science Fiction",the venture bros.: radiant is the blood of the baboon heart
Nancy Hower,Jamie Lynn Spears,Erin Sanders,Sean Flynn,"Romance, Comedy",zoey 102
Justin Simien,LaKeith Stanfield,Tiffany Haddish,Owen Wilson,"Comedy, Drama, Fantasy, Horror",haunted mansion
Yuval Adler,Nicolas Cage,Joel Kinnaman,,"Thriller, Action",sympathy for the devil
Kahlil Joseph,Travis Scott,Rick Rubin,James Blake,"Drama, War",circus maximus
Vicky Wright,Ellie Kemper,Luke Grimes,Nico Santos,"Romance, Adventure, Comedy, Drama",happiness for beginners
Gina Gammell,Jojo Bapteise Whiting,Ladainian Crazy Thunder,,Drama,war pony
Morissa Maltz,Lily Gladstone,Raymond Lee,Richard Ray Whitman,Drama,the unknown country
Dan Bowhers,Morgan DeTogne,Michael Kowalski,Mike Headford,"Horror, Science Fiction, Thriller, Drama",blue hour: the disappearance of nick brandreth
Jeff Rowe,Micah Abbey,Shamon Brown Jr.,Nicolas Cantu,"Animation, Comedy, Action, Science Fiction",teenage mutant ninja turtles: mutant mayhem
Anthony Leone,Felissa Rose,George Jac,Brian Patrick Butler,"Horror, Comedy",mike & fred vs the dead
Ben Wheatley,Jason Statham,Wu Jing,Sophia Cai,"Action, Science Fiction, Horror",meg 2: the trench
Randall Park,Justin H. Min,Sherry Cola,Ally Maki,"Comedy, Drama, Romance",shortcomings
Bill Pohlad,Casey Affleck,Walton Goggins,Zooey Deschanel,"Music, Drama",dreamin' wild
Joachim Back,Jon Hamm,Danny Pudi,Sarah Gadon,"Comedy, Mystery",corner office
Amy Redford,Summer Phoenix,Grace Van Dien,Jesse Garcia,"Drama, Thriller",what comes around
Carter Smith,Johnny Berchtold,Kyle Gallner,,,the passenger
vredal,Corey Hawkins,Aisling Franciosi,Liam Cunningham,"Fantasy, Horror",the last voyage of the demeter
Tom Harper,Gal Gadot,Jamie Dornan,Alia Bhatt,"Thriller, Action",heart of stone
Matthew Lopez,Taylor Zakhar Perez,Nicholas Galitzine,Clifton Collins Jr.,"Comedy, Romance","red, white & royal blue"
Marc Turtletaub,Ben Kingsley,Jane Curtin,Harriet Sansom Harris,"Comedy, Science Fiction, Drama",jules
Danny A. Abeckaser,Emile Hirsch,Jake Cannavale,Lucy Hale,"Crime, Drama, Thriller",inside man
ngel Manuel Soto,Xolo Maridueña,Adriana Barraza,Damián Alcázar,"Action, Science Fiction, Adventure",blue beetle
Josh Greenbaum,Will Ferrell,Jamie Foxx,Will Forte,Horror,strays
Anthony Stacchi,Jimmy O. Yang,Lin Jolie Hoang-Rappaport,Bowen Yang,"Animation, Action, Fantasy, Family",the monkey king
Chris Spencer,Wesley Snipes,J. B. Smoove,Gary Owen,Comedy,back on the strip
Cory Finley,Asante Blackk,Kylie Rogers,Tiffany Haddish,"Science Fiction, Comedy, Drama",landscape with invisible hand
Laura Moss,Marin Ireland,Judy Reyes,A.J. Lister,"Horror, Mystery, Thriller, Drama, Science Fiction",birth/rebirth
Dustin Guy Defa,Michael Cera,Hannah Gross,Sophia Lillis,"Drama, Comedy",the adults
Neill Blomkamp,David Harbour,Orlando Bloom,Archie Madekwe,"Adventure, Action, Drama",gran turismo
d Antal,Liam Neeson,Noma Dumezweni,Lilly Aspell,"Thriller, Action, Adventure",retribution
Clay Tarver,John Cena,Lil Rel Howery,Yvonne Orji,Comedy,vacation friends 2
Sammi Cohen,Sunny Sandler,Samantha Lorraine,Adam Sandler,Comedy,you are so not invited to my bat mitzvah
Emma Seligman,Rachel Sennott,Ayo Edebiri,Havana Rose Liu,Comedy,bottoms
Guy Nattiv,Helen Mirren,Camille Cottin,Liev Schreiber,"Drama, History, War",golda
Jeff Celentano,Colin Ford,Dennis Quaid,Joelle Carter,"Drama, War",the hill
Antoine Fuqua,Denzel Washington,Dakota Fanning,Eugenio Mastrandrea,"Action, Thriller, Crime",the equalizer 3
Peyrafitte,Hilary Swank,Olivia Cooke,Jack Reynor,Thriller,the good mother
Eren Celeboglu,Natalia Dyer,Asa Butterfield,Benjamin Evan Ainsworth,"Horror, Thriller",all fun and games
Yoshiki,Yoshiki,Sarah Brightman,Jane Zhang,"Music, Documentary",yoshiki: under the sky
Michael Chaves,Taissa Farmiga,Jonas Bloquet,Storm Reid,Horror,the nun ii
Nia Vardalos,Nia Vardalos,John Corbett,Louis Mandylor,"Comedy, Romance",my big fat greek wedding 3
Trish Sie,Yara Shahidi,Odessa A'zion,Martha Kelly,"Romance, Comedy, Drama",sitting in bars with cake
Aitch Alberto,Max Pelayo,Reese Gonzales,Eugenio Derbez,"Romance, Drama",aristotle and dante discover the secrets of the universe
Castille Landon,Josephine Langford,Hero Fiennes Tiffin,Louise Lombard,"Romance, Drama",after everything
Kenneth Branagh,Kenneth Branagh,Kyle Allen,Camille Cottin,"Mystery, Thriller, Crime",a haunting in venice
Craig Gillespie,Paul Dano,Pete Davidson,Vincent D'Onofrio,"History, Comedy, Drama",dumb money
Vanessa Caswill,Haley Lu Richardson,Ben Hardy,Dexter Fletcher,"Comedy, Romance",love at first sight
rquez Abella,Michael Peña,Rosa Salazar,Sarayu Blue,"Drama, History",a million miles away
Tim Brown,Nicolas Cage,Ron Perlman,Ashley Greene,"Action, Comedy, Crime",the retirement plan
Michael Jai White,Michael Jai White,Anika Noni Rose,Erica Ash,"Action, Comedy, Western",outlaw johnny black
Sean Olson,Ethan Drew,Corbin Bleu,Amanda Leighton,"Family, Comedy",camp hideout
Jim Capobianco,Stephen Fry,Marion Cotillard,Daisy Ridley,"Animation, Drama, Family, History",the inventor
Scott Waugh,Jason Statham,Sylvester Stallone,Megan Fox,"Action, Adventure, Thriller",expend4bles
Robert Rodriguez,Gina Rodriguez,Zachary Levi,Everly Carganilla,"Family, Comedy, Adventure, Science Fiction",spy kids: armageddon
Grant Singer,Benicio del Toro,Justin Timberlake,Alicia Silverstone,"Crime, Mystery, Thriller, Drama",reptile
Roger Ross Williams,Gael García Bernal,Roberta Colindrez,Perla De La Rosa,Drama,cassandro
John Carney,Eve Hewson,Jack Reynor,Orén Kinlan,"Music, Comedy, Drama",flora and son
Brian Duffield,Kaitlyn Dever,,,"Horror, Science Fiction, Thriller, Mystery",no one will save you
Bishal Dutta,Megan Suri,Neeru Bajwa,Mohana Krishnan,"Horror, Mystery",it lives inside
Ryan Schafer,Vinny Curran,Bill Oberst Jr.,Brendan Cahalan,"Horror, Comedy, Mystery, Thriller",everybody dies by the end
Nicol Paone,Uma Thurman,Joe Manganiello,Maya Hawke,"Comedy, Crime",the kill room
Gareth Edwards,John David Washington,Gemma Chan,Ken Watanabe,"Science Fiction, Action, Adventure",the creator
Kevin Greutert,Tobin Bell,Shawnee Smith,Synnøve Macody Lund,"Horror, Mystery, Thriller",saw x
Chloe Domont,Phoebe Dynevor,Alden Ehrenreich,Eddie Marsan,"Drama, Thriller, Romance",fair play
Menhaj Huda,Courtney B. Vance,Keesha Sharp,Keith David,"Crime, Drama",heist 88
Andy Palmer,Britt Robertson,Ty Simpkins,Nico Santos,"Comedy, Drama",the re-education of molly singer
Cru Ennis,Lee Roy Kunz,Maria Vera Ratti,Alexander Siddig,"Horror, Drama",deliver us
Daniel Di Grado,Ryan Destiny,Heather Graham,,,oracle
Anna Zlokovic,Hadley Robinson,Emily Hampshire,Brandon Mychal Smith,Horror,appendage
David Gordon Green,Leslie Odom Jr.,Lidya Jewett,Olivia O’Neill,"Horror, Thriller",the exorcist: believer
Lindsey Anderson Beer,Jackson White,Jack Mulhern,Henry Thomas,"Horror, Fantasy",pet sematary: bloodlines
Nahnatchka Khan,Kiernan Shipka,Olivia Holt,Julie Bowen,"Horror, Comedy, Science Fiction",totally killer
Gigi Saul Guerrero,Jordan Belfi,Kelli Garner,Gabriela Roel,"Horror, Thriller",v/h/s/85
William Friedkin,Kiefer Sutherland,Lance Reddick,Jason Clarke,"Drama, TV Movie",the caine mutiny court-martial
Larry Charles,Megan Mullally,Megan Thee Stallion,Bowen Yang,"Music, Comedy",dicks: the musical
Garth Davis,Saoirse Ronan,Paul Mescal,Aaron Pierre,"Science Fiction, Drama",foe
Rebecca Miller,Peter Dinklage,Marisa Tomei,Joanna Kulig,"Romance, Comedy, Drama",she came to me
Maggie Betts,Jamie Foxx,Tommy Lee Jones,Jurnee Smollett,"Drama, History",the burial
Nadine Crocker,Garrett Hedlund,Mel Gibson,Willa Fitzgerald,"Thriller, Action, Crime, Drama",desperation road
Michelle Danner,Abigail Breslin,Luke Wilson,Andy García,"Drama, History",miranda's victim
Susanna Fogel,Emilia Jones,Nicholas Braun,Geraldine Viswanathan,"Thriller, Comedy",cat person
Grady,Lil Rel Howery,Scoot McNairy,Pat Healy,"Science Fiction, Horror",the mill
Rightor Doyle,Zachary Quinto,Lukas Gage,Simon Rex,Comedy,down low
David Slade,Casey Likes,E'myri Crutchfield,Dustin Ceithamer,"Horror, Fantasy, Thriller",dark harvest
Sam Wrench,Taylor Swift,,,Music,taylor swift: the eras tour
John McPhail,Augustus Prew,Andrea Bang,Justin Long,"Drama, Romance, Fantasy",dear david
Eddie Alcazar,Stephen Dorff,Bella Thorne,Scott Bakula,"Fantasy, Horror, Science Fiction",divinity
Conor Allyn,Amber Heard,Eduardo Noriega,Lorenzo McGovern Zaini,"Thriller, Drama, Horror",in the fire
Martin Scorsese,Leonardo DiCaprio,Robert De Niro,Lily Gladstone,"Crime, History, Drama",killers of the flower moon
David Yates,Emily Blunt,Chris Evans,Andy García,Drama,pain hustlers
